,carat,potongan,warna,kejernihan,kedalaman,lebar,x,y,z,harga
38267,0.26,b'Very Good',b'E',b'SI1',62.0,54.0,4.08,4.11,2.54,5760000
1490,0.83,b'Premium',b'D',b'SI1',61.3,58.0,6.03,6.0,3.69,44850000
25655,2.01,b'Ideal',b'I',b'SI1',61.9,56.0,8.16,8.08,5.03,218370000
42414,0.52,b'Very Good',b'G',b'SI1',61.7,57.0,5.13,5.16,3.17,19665000
11167,1.07,b'Premium',b'G',b'SI1',60.5,62.0,6.69,6.6,4.02,74235000
41099,0.38,b'Ideal',b'F',b'IF',61.0,56.0,4.68,4.7,2.86,17895000
18048,0.35,b'Premium',b'E',b'SI1',60.8,60.0,4.51,4.57,2.76,9210000
11331,1.01,b'Premium',b'F',b'SI1',58.5,60.0,6.6,6.57,3.85,74835000
37667,0.42,b'Ideal',b'E',b'SI1',62.6,57.0,4.84,4.81,3.02,14880000
1351,0.71,b'Very Good',b'E',b'VS2',62.9,57.0,5.68,5.7,3.58,44460000
42161,0.51,b'Ideal',b'G',b'SI1',63.2,58.0,5.05,5.08,3.2,19260000
19527,1.02,b'Ideal',b'G',b'IF',62.5,57.0,6.37,6.44,4.0,122430000
26240,2.01,b'Ideal',b'I',b'SI1',62.3,57.0,8.04,8.08,5.02,235200000
52501,0.71,b'Ideal',b'I',b'VS1',60.9,55.0,5.8,5.81,3.53,37875000
48396,0.64,b'Very Good',b'D',b'SI1',62.2,55.0,5.51,5.55,3.44,29505000
16581,1.1,b'Ideal',b'F',b'SI1',61.6,54.0,6.66,6.69,4.11,99315000
31714,0.35,b'Ideal',b'E',b'VS1',61.6,55.1,4.54,4.58,2.81,11565000
48030,0.75,b'Ideal',b'J',b'VS2',62.3,57.0,5.81,,3.63,28845000
52526,0.5,b'Ideal',b'F',b'IF',60.6,58.0,5.13,5.16,3.12,37935000
39559,0.32,b'Premium',b'G',b'VVS1',61.9,58.0,4.39,4.36,2.71,16200000
10710,0.31,b'Premium',b'G',b'SI1',60.4,58.0,4.42,4.39,2.66,8895000
47991,0.32,b'Premium',b'J',b'IF',61.2,59.0,4.41,4.44,2.71,7995000
14719,0.3,b'Good',b'G',b'VS1',63.6,54.0,4.25,4.31,2.72,9075000
15510,1.07,b'Premium',b'G',b'VS2',61.9,60.0,6.55,6.48,4.03,93195000
31892,0.3,b'Ideal',b'G',b'VS1',61.7,57.0,4.32,4.3,2.66,11640000
9904,0.9,b'Premium',b'F',b'VS1',59.0,58.0,6.33,6.29,3.72,70305000
25212,1.51,b'Premium',b'G',b'VS1',62.5,58.0,7.27,7.23,4.53,207165000
50080,0.51,b'Premium',b'D',b'VS1',60.0,58.0,5.19,5.14,3.1,33045000
16295,1.22,b'Ideal',b'F',b'SI2',62.5,56.0,6.85,6.81,4.27,97770000
22278,1.5,b'Premium',b'I',b'IF',62.9,58.0,7.31,7.21,4.57,154980000
5565,1.0,b'Good',b'F',b'SI2',59.4,64.0,6.36,6.29,3.76,57870000
6916,0.9,b'Premium',b'G',b'VS2',62.0,60.0,6.19,6.14,3.82,62055000
46314,0.3,b'Good',b'H',b'VS1',63.9,55.0,4.26,4.28,2.73,7890000
10474,0.92,b'Ideal',b'E',b'SI1',61.0,55.0,6.27,6.25,3.82,71865000
33101,0.32,b'Very Good',b'E',b'VVS2',61.6,54.0,,4.46,2.74,12240000
28783,0.37,b'Ideal',b'D',b'SI1',61.5,57.0,4.6,4.63,2.84,10215000
38986,0.36,b'Ideal',b'H',b'VVS1',62.3,56.0,4.57,4.54,2.84,15795000
39207,0.54,b'Ideal',b'F',b'SI2',62.2,56.0,5.21,5.24,3.25,15975000
51393,0.66,b'Premium',b'F',b'VS1',60.8,58.0,5.67,5.64,3.44,35520000
12098,1.16,b'Premium',b'F',b'SI2',62.1,59.0,6.76,6.71,4.18,77460000
38419,0.3,b'Premium',b'E',b'IF',61.9,58.0,4.26,4.3,,15390000
49347,0.71,b'Premium',b'E',b'SI2',60.4,61.0,5.79,5.77,3.49,31440000
15084,1.06,b'Very Good',b'D',b'SI1',59.3,60.0,6.64,6.71,3.96,90930000
28140,0.3,b'Ideal',b'G',b'VVS2',62.4,55.0,4.32,4.34,2.7,9975000
24020,1.4,b'Very Good',b'E',b'VS1',59.1,57.0,7.28,7.38,4.33,182940000
36185,0.32,b'Very Good',b'E',b'VVS1',60.9,58.0,4.49,4.45,2.72,13965000
10891,1.11,b'Ideal',b'H',b'SI2',61.5,55.0,6.65,6.69,4.1,73245000
24561,1.53,b'Ideal',b'H',b'VVS2',61.9,57.0,7.39,7.35,4.56,192720000
18445,1.27,b'Premium',b'H',b'VS2',60.0,61.0,7.03,6.99,4.26,112545000
30585,0.31,b'Ideal',b'D',b'VS2',61.6,55.0,4.36,4.37,2.69,11010000
46312,0.3,b'Ideal',b'H',b'VS1',62.3,55.0,4.29,4.34,2.69,7890000
51486,0.7,b'Premium',b'G',b'VS2',63.0,57.0,5.67,5.6,3.55,35715000
43400,0.59,b'Very Good',b'G',b'SI1',63.0,57.0,5.35,5.38,3.38,21180000
42118,0.5,b'Very Good',b'E',b'SI1',63.0,61.0,5.03,5.07,3.18,19185000
6751,1.01,b'Fair',b'G',b'SI1',66.9,56.0,6.15,6.22,4.14,61530000
10826,1.15,b'Ideal',b'H',b'SI2',62.0,56.0,6.68,6.75,4.16,73050000
19412,1.22,b'Premium',b'G',b'VS2',60.9,57.0,6.94,6.89,4.21,121005000
47968,0.52,b'Ideal',b'D',b'VS2',61.8,55.0,5.19,5.16,3.2,28785000
18138,1.59,b'Very Good',b'I',b'SI2',61.9,58.0,7.46,,4.63,110175000
34062,0.36,b'Ideal',b'D',b'SI1',61.6,56.0,4.58,4.54,2.81,12765000
13549,1.06,b'Premium',b'I',b'VS1',61.2,57.1,6.56,6.59,4.03,83250000
13875,1.13,b'Premium',b'H',b'VS2',62.0,57.0,6.68,6.62,4.12,84750000
10170,1.3,b'Premium',b'H',b'SI2',60.4,61.0,7.09,7.04,4.27,70980000
37892,0.41,b'Ideal',b'F',b'VS1',62.1,56.0,4.77,4.8,2.97,15105000
46864,0.53,b'Ideal',b'G',b'VS1',62.6,54.0,5.19,5.16,3.24,27195000
23909,1.7,b'Very Good',b'E',b'SI2',63.3,57.0,7.59,7.51,4.78,180450000
10018,1.11,b'Ideal',b'H',b'SI2',61.4,57.0,6.63,6.67,4.08,70635000
47470,0.76,b'Ideal',b'J',b'SI1',61.9,53.0,5.85,5.92,3.64,27885000
52310,0.23,b'Very Good',b'D',b'VVS2',58.9,60.0,4.03,3.95,2.35,8235000
30785,0.33,b'Very Good',b'D',b'VS1',61.6,53.0,4.45,4.48,2.75,11130000
38473,0.38,b'Ideal',b'H',b'VVS2',62.1,56.0,4.64,4.67,2.89,15465000
25874,2.47,b'Premium',b'I',b'SI2',62.5,56.0,8.65,8.6,5.39,224550000
28942,0.3,b'Very Good',b'G',b'VVS2',62.9,55.0,4.24,4.28,2.68,10260000
4085,0.77,b'Ideal',b'F',b'VS2',61.8,56.0,5.9,5.92,3.65,52995000
33016,0.31,b'Fair',b'E',b'VS2',54.2,63.0,4.61,4.51,2.47,12210000
40065,0.43,b'Premium',b'G',b'VS2',61.1,58.0,4.88,4.84,2.97,16695000
30404,0.32,b'Ideal',b'G',b'VVS2',61.4,55.0,4.4,,2.71,10950000
48347,0.7,b'Ideal',b'I',b'SI2',61.3,57.0,5.7,5.73,,29415000
9980,1.0,b'Fair',b'D',b'SI1',66.3,58.0,6.15,6.04,,70560000
44358,0.56,b'Very Good',b'I',b'VVS1',62.4,56.0,5.24,5.28,3.28,23700000
19456,1.42,b'Premium',b'H',b'SI1',62.3,58.0,7.15,7.19,4.47,121530000
31602,0.25,b'Ideal',b'H',b'VS2',61.0,55.0,4.09,4.11,2.5,5505000
11094,1.0,b'Fair',b'G',b'VVS2',65.5,54.0,6.3,6.22,4.1,73920000
16400,1.43,b'Ideal',b'J',b'SI1',62.1,58.0,7.23,7.16,4.47,98190000
32946,0.34,b'Very Good',b'I',b'SI1',61.7,56.0,4.51,4.54,2.79,6885000
51667,0.7,b'Ideal',b'I',b'VS1',62.4,56.0,5.66,5.68,3.54,35970000
9600,0.56,b'Ideal',b'D',b'IF',60.8,58.0,5.35,5.31,3.24,69480000
25928,2.03,b'Very Good',b'I',b'VS1',63.2,60.0,8.01,7.98,5.05,226290000
26787,1.75,b'Very Good',b'G',b'VS2',62.6,58.0,7.63,7.67,4.79,249480000
37621,0.44,b'Premium',b'I',b'VVS1',61.5,58.0,4.95,4.87,3.02,14850000
52281,0.84,b'Ideal',b'J',b'SI1',61.8,56.0,6.04,6.07,3.74,37395000
11485,1.2,b'Very Good',b'H',b'SI2',61.9,57.0,6.78,6.85,4.22,75240000
14900,1.02,b'Premium',b'D',b'SI1',62.3,59.0,6.42,6.38,3.99,89970000
41788,0.31,b'Premium',b'D',b'IF',60.2,59.0,4.42,4.39,2.65,18720000
6812,1.01,b'Fair',b'E',b'SI2',55.2,65.0,6.78,6.67,3.71,61770000
43682,0.5,b'Premium',b'F',b'VS2',62.7,59.0,5.05,5.09,3.18,21540000
17513,1.14,b'Ideal',b'G',b'VS2',61.5,57.0,6.68,6.72,4.12,105630000
36366,0.39,b'Ideal',b'F',b'VS1',61.9,55.2,4.66,4.7,,14085000
47029,0.57,b'Ideal',b'E',b'VS2',61.6,56.0,5.38,5.34,3.3,27285000
25111,1.23,b'Ideal',b'D',b'VVS2',62.4,55.0,6.87,6.82,4.27,204795000
9178,1.04,b'Ideal',b'I',b'SI1',62.6,56.0,6.55,6.48,4.08,68145000
36821,0.7,b'Fair',b'G',b'I1',66.7,55.0,5.64,5.49,3.71,14340000
39075,0.4,b'Ideal',b'F',b'VS2',62.0,59.0,4.77,4.71,2.95,15885000
52625,0.33,b'Ideal',b'H',b'VS2',60.7,55.0,4.48,4.51,2.73,8265000
35007,0.4,b'Very Good',b'F',b'SI1',63.3,58.0,4.72,4.69,2.98,13230000
35526,0.32,b'Ideal',b'F',b'VVS1',60.7,56.0,4.45,4.43,2.7,13575000
22430,1.36,b'Ideal',b'G',b'VS1',61.0,56.0,7.13,7.11,4.34,156825000
5740,0.9,b'Very Good',b'F',b'SI1',61.1,56.0,6.23,6.3,3.83,58395000
18976,1.0,b'Premium',b'D',b'VS1',62.1,55.0,6.41,6.34,3.96,117180000
3677,0.7,b'Good',b'F',b'VVS2',62.5,58.0,5.68,,3.57,51675000
6391,0.77,b'Premium',b'D',b'VS1',59.4,59.0,5.96,6.0,3.55,60555000
27962,0.3,b'Very Good',b'E',b'VS2',62.4,56.0,4.26,4.33,2.68,9870000
16985,1.21,b'Ideal',b'H',b'VS1',62.7,56.0,6.79,6.84,4.27,101760000
22610,1.6,b'Ideal',b'F',b'SI2',61.7,56.0,7.53,7.5,4.64,159930000
39686,0.4,b'Very Good',b'F',b'VVS2',62.8,56.0,4.69,4.73,2.96,16320000
47151,0.55,b'Premium',b'F',b'VS1',60.3,58.0,5.32,5.29,3.2,27480000
31814,0.43,b'Premium',b'D',b'SI1',61.2,60.0,4.8,4.84,2.95,11610000
47307,0.24,b'Very Good',b'I',b'VS1',61.8,56.0,3.98,4.01,2.46,5955000
5758,1.01,b'Premium',b'F',b'SI2',63.0,60.0,6.35,6.28,3.98,58455000
17997,1.01,b'Very Good',b'D',b'VS2',62.8,57.0,6.33,6.4,4.0,109170000
10794,1.0,b'Ideal',b'D',b'SI1',60.2,57.0,6.54,6.48,3.92,72915000
29979,0.39,b'Very Good',b'F',b'VS2',62.1,59.0,4.69,4.71,2.92,10740000
21483,1.35,b'Premium',b'G',b'VS2',61.1,58.0,7.16,7.12,4.36,143700000
33027,0.3,b'Ideal',b'D',b'VVS2',62.4,54.0,4.3,4.32,2.69,12210000
8225,1.0,b'Ideal',b'F',b'SI2',61.2,57.0,6.39,6.48,3.94,65580000
22145,2.01,b'Fair',b'H',b'SI2',64.9,56.0,7.88,7.81,5.09,152760000
1601,0.7,b'Ideal',b'F',b'VS2',61.9,55.0,5.7,5.74,3.54,45165000
16161,1.23,b'Very Good',b'H',b'VS2',61.6,59.0,6.84,6.86,4.22,96885000
17576,1.02,b'Ideal',b'F',b'VS2',62.0,55.0,6.47,6.5,4.02,106170000
16524,1.33,b'Very Good',b'G',b'SI2',62.0,59.0,7.1,7.04,4.38,99045000
40141,0.41,b'Very Good',b'E',b'VVS2',62.2,57.0,4.76,4.79,2.97,16740000
14320,1.18,b'Premium',b'H',b'SI1',61.8,58.0,6.79,6.74,4.18,87015000
13746,1.21,b'Ideal',b'J',b'VS1',61.8,56.2,6.78,6.86,4.2,84060000
30439,0.32,b'Very Good',b'G',b'VVS2',62.3,54.0,4.38,4.45,2.75,10950000
53002,0.7,b'Premium',b'D',b'SI2',60.4,60.0,5.79,5.74,3.48,38940000
39449,0.5,b'Very Good',b'E',b'SI2',61.5,58.0,5.03,5.09,3.11,16155000
34157,0.33,b'Premium',b'G',b'VS1',61.9,58.0,4.46,4.43,2.75,12810000
49774,0.62,b'Very Good',b'G',b'VS1',60.1,58.0,5.52,5.54,3.32,32415000
26986,1.7,b'Very Good',b'G',b'VVS2',61.5,60.0,7.59,7.64,4.68,256095000
36567,0.3,b'Premium',b'G',b'VVS1',62.6,62.0,4.26,4.21,2.65,14175000
7136,1.03,b'Ideal',b'J',b'SI1',61.6,57.0,6.46,6.49,3.99,62625000
5317,0.9,b'Ideal',b'G',b'SI2',62.7,53.0,6.18,6.22,3.89,57075000
41711,0.53,b'Ideal',b'I',b'VS2',62.3,57.0,5.15,5.18,3.22,18645000
41392,0.42,b'Premium',b'F',b'VVS2',60.3,59.0,4.86,4.83,2.92,18315000
28546,0.3,b'Premium',b'I',b'VVS2',61.7,58.0,4.37,4.28,2.67,10125000
15093,1.01,b'Ideal',b'G',b'VS1',62.4,56.0,6.37,6.42,3.99,90990000
51159,0.71,b'Premium',b'F',b'SI1',60.2,60.0,5.79,5.71,3.46,35175000
2245,0.7,b'Good',b'E',b'VS1',58.7,60.0,5.79,5.83,3.41,47220000
21583,1.7,b'Very Good',b'J',b'VS1',63.6,58.0,7.52,7.54,4.79,145245000
50925,0.61,b'Premium',b'F',b'VVS2',63.0,60.0,,5.29,3.35,34785000
4003,0.71,b'Ideal',b'D',b'VS1',60.9,57.0,5.74,5.76,3.5,52770000
29329,0.31,b'Premium',b'H',b'VS1',62.8,58.0,4.31,4.29,2.7,10470000
20681,1.26,b'Ideal',b'H',b'VS1',61.0,57.0,6.97,7.03,4.27,134385000
9609,1.02,b'Ideal',b'G',b'SI1',59.2,57.0,6.52,,3.87,69495000
20888,1.52,b'Premium',b'I',b'VS2',62.6,59.0,7.34,7.19,4.55,136620000
7819,1.0,b'Very Good',b'G',b'SI1',63.1,56.0,6.41,6.31,4.01,64425000
21575,1.07,b'Very Good',b'D',b'VS1',59.9,55.0,6.69,6.71,4.01,145215000
29992,0.43,b'Ideal',b'D',b'SI2',62.6,56.0,4.84,4.88,3.04,10740000
6885,1.06,b'Very Good',b'I',b'SI2',62.8,56.0,6.47,6.55,,61980000
46030,0.57,b'Ideal',b'G',b'VS2',61.6,57.0,5.36,5.32,3.29,25920000
20919,1.23,b'Ideal',b'G',b'VS1',61.4,56.0,6.96,6.91,,136995000
4011,0.9,b'Very Good',b'F',b'SI2',62.3,58.0,6.16,6.19,3.85,52785000
38522,0.34,b'Ideal',b'E',b'VS1',60.8,57.0,4.53,4.49,2.74,15495000
13671,0.88,b'Ideal',b'E',b'VS2',61.4,56.0,6.15,6.17,3.78,83925000
4494,0.9,b'Ideal',b'I',b'VS2',61.5,58.0,6.19,6.23,3.82,54435000
29134,0.33,b'Very Good',b'H',b'VVS1',62.5,55.0,4.43,4.47,2.78,10380000
17734,1.51,b'Very Good',b'I',b'SI2',62.9,58.0,7.24,7.3,4.57,107085000
42203,0.52,b'Very Good',b'I',b'VVS2',61.9,56.0,5.16,5.18,3.2,19335000
53134,0.93,b'Very Good',b'D',b'I1',63.4,60.0,6.18,6.15,3.91,39270000
27790,0.37,b'Very Good',b'G',b'VS2',60.7,57.0,4.64,4.69,2.83,9735000
1626,0.84,b'Very Good',b'G',b'SI2',62.8,57.0,6.0,6.04,3.78,45225000
4345,0.78,b'Ideal',b'E',b'VS2',61.7,55.0,5.92,6.0,3.68,54015000
29597,0.35,b'Very Good',b'G',b'VS1',61.7,61.0,4.49,4.52,2.78,10590000
46175,0.5,b'Premium',b'E',b'VS2',61.8,58.0,5.11,5.05,3.14,26190000
5143,1.0,b'Very Good',b'E',b'SI2',63.5,56.0,6.37,6.3,4.02,56445000
6633,1.0,b'Premium',b'H',b'SI2',58.6,59.0,6.57,6.5,3.83,61320000
23839,1.01,b'Very Good',b'D',b'VVS1',63.9,56.0,6.32,6.36,4.05,178845000
22048,0.31,b'Good',b'I',b'VS1',63.9,56.0,4.3,4.28,2.74,9420000
45023,0.54,b'Ideal',b'H',b'VS1',61.5,56.0,5.24,5.23,3.22,24555000
8130,1.01,b'Ideal',b'E',b'SI2',62.1,56.0,6.39,6.43,3.98,65325000
9592,1.06,b'Ideal',b'I',b'SI1',61.2,56.0,6.64,6.6,4.05,69450000
25953,2.08,b'Ideal',b'I',b'SI2',62.3,56.0,8.16,8.22,5.1,226980000
39567,0.44,b'Ideal',b'E',b'VS1',61.5,56.0,,4.92,3.02,16215000
29120,0.3,b'Good',b'D',b'VVS2',64.2,55.0,4.23,4.28,2.73,10335000
35016,0.4,b'Premium',b'E',b'SI1',61.7,60.0,4.72,4.68,2.9,13230000
16561,1.09,b'Ideal',b'G',b'VS2',60.9,57.0,6.69,6.72,4.08,99255000
24790,2.0,b'Premium',b'J',b'VS2',60.8,62.0,8.12,8.09,4.93,197430000
37869,0.38,b'Ideal',b'F',b'VS1',61.1,56.0,4.7,4.65,2.86,15060000
45763,0.5,b'Very Good',b'H',b'IF',61.3,60.0,5.08,5.17,3.14,25590000
45526,0.5,b'Ideal',b'H',b'VVS1',61.4,57.0,5.08,5.11,3.12,25260000
31830,0.34,b'Ideal',b'H',b'VVS1',61.8,57.0,4.44,4.46,2.75,11625000
40491,0.42,b'Ideal',b'F',b'VVS2',60.6,57.0,4.82,,2.93,17130000
35703,0.3,b'Ideal',b'D',b'VS2',61.4,54.0,4.34,4.33,2.66,13665000
27355,2.0,b'Good',b'G',b'SI1',59.1,61.0,8.14,8.18,4.82,268950000
52452,0.59,b'Ideal',b'E',b'VVS2',61.0,58.0,5.39,5.43,,37725000
49785,0.71,b'Good',b'I',b'VS1',64.2,56.0,5.62,5.66,,32415000
152,0.71,b'Premium',b'D',b'VS2',62.5,60.0,5.65,5.61,3.52,41550000
2874,1.0,b'Premium',b'J',b'SI1',62.0,62.0,6.27,6.22,3.87,49140000
50156,0.72,b'Premium',b'I',b'VS2',60.9,60.0,5.76,5.8,3.52,33240000
36463,0.31,b'Ideal',b'D',b'VS2',62.2,57.0,4.34,,2.69,14130000
23575,1.5,b'Very Good',b'E',b'SI1',59.6,58.0,7.38,7.41,4.41,173790000
43580,0.41,b'Ideal',b'E',b'VVS1',61.3,57.0,,4.77,2.93,21465000
36220,0.36,b'Premium',b'F',b'VS2',60.5,60.0,4.61,4.55,2.77,13980000
12904,1.12,b'Very Good',b'H',b'SI2',61.7,59.0,6.67,6.71,4.13,80625000
9917,1.06,b'Premium',b'E',b'SI1',63.0,56.0,6.54,6.45,4.09,70335000
13650,1.15,b'Very Good',b'G',b'SI1',62.2,59.0,6.66,6.71,4.16,83805000
50120,0.73,b'Ideal',b'G',b'SI2',61.8,56.0,,5.8,3.57,33150000
31462,0.4,b'Very Good',b'G',b'SI2',63.1,59.0,4.7,4.65,2.95,11475000
27086,1.7,b'Very Good',b'G',b'VS1',61.8,53.0,7.63,7.67,4.73,258285000
7765,1.07,b'Premium',b'E',b'SI2',60.5,59.0,6.59,6.67,4.01,64260000
5858,0.91,b'Premium',b'H',b'VS2',59.6,60.0,6.25,6.29,3.74,58815000
21335,1.57,b'Premium',b'I',b'VS2',62.2,59.0,7.44,7.42,4.62,142170000
12867,1.12,b'Premium',b'H',b'SI1',61.6,59.0,6.67,6.63,4.1,80445000
25997,1.01,b'Very Good',b'D',b'IF',63.4,59.0,6.39,6.26,4.01,228285000
35887,0.32,b'Ideal',b'G',b'IF',61.6,55.0,4.4,4.43,2.72,13770000
22447,1.01,b'Very Good',b'F',b'IF',61.9,59.0,6.38,6.45,3.97,157140000
8389,0.26,b'Very Good',b'E',b'VVS2',60.9,58.0,4.13,4.15,2.52,8760000
41942,0.28,b'Premium',b'G',b'VVS2',60.2,60.0,4.24,4.26,2.56,7560000
14217,1.23,b'Ideal',b'J',b'VS2',61.7,57.0,6.87,6.8,4.22,86445000
32831,0.33,b'Ideal',b'H',b'IF',61.8,55.2,4.44,4.47,2.76,12090000
39944,0.24,b'Good',b'F',b'VVS2',65.0,58.0,3.89,3.93,2.54,7380000
8205,1.01,b'Very Good',b'H',b'SI1',62.6,58.0,6.34,6.44,4.0,65535000
15234,1.0,b'Fair',b'F',b'VS1',65.0,59.0,6.19,6.14,4.01,91725000
21053,0.31,b'Premium',b'F',b'VS2',59.7,60.0,4.39,4.42,2.63,9375000
4482,0.61,b'Ideal',b'D',b'VVS1',62.3,54.0,5.4,5.45,3.38,54375000
2673,0.71,b'Ideal',b'E',b'VS1',62.7,57.0,5.66,5.69,3.56,48570000
19040,0.3,b'Ideal',b'F',b'VS1',61.2,57.0,4.32,4.34,2.65,9315000
13336,1.22,b'Ideal',b'J',b'VS1',60.8,57.0,6.85,6.89,4.18,82560000
47882,0.6,b'Very Good',b'G',b'VS1',61.6,56.0,5.4,5.44,,28680000
40430,0.47,b'Ideal',b'H',b'VS2',61.7,57.0,4.99,5.03,3.09,17040000
8030,1.0,b'Premium',b'F',b'SI2',62.9,56.0,6.42,6.36,4.02,64995000
42610,0.32,b'Ideal',b'H',b'VS2',62.1,56.0,4.37,4.42,2.73,7575000
12057,0.26,b'Very Good',b'F',b'VVS2',63.2,54.0,4.05,4.08,2.57,8955000
15573,1.3,b'Premium',b'I',b'VS2',62.7,58.0,6.97,6.9,4.35,93690000
3992,0.71,b'Ideal',b'F',b'VS2',61.5,55.0,5.74,5.77,3.54,52740000
39474,0.41,b'Ideal',b'E',b'VS1',62.1,55.0,4.77,4.8,2.97,16185000
8430,1.03,b'Very Good',b'H',b'SI1',63.4,62.0,6.46,6.27,4.05,66090000
20173,1.02,b'Very Good',b'F',b'VVS2',59.4,59.0,6.58,6.69,3.94,129405000
32848,0.4,b'Very Good',b'H',b'VS1',62.7,56.0,4.71,4.73,2.96,12105000
49807,0.82,b'Ideal',b'G',b'SI2',61.0,55.0,6.04,5.99,3.67,32475000
20741,1.55,b'Ideal',b'G',b'SI2',60.5,60.0,7.46,7.49,4.52,134715000
4568,0.77,b'Ideal',b'F',b'VS1',61.2,56.0,5.9,5.93,3.62,54705000
22399,2.77,b'Premium',b'H',b'I1',62.6,62.0,8.93,8.83,5.56,156360000
11836,1.0,b'Good',b'D',b'SI1',60.4,64.0,6.39,6.3,3.83,76440000
33537,0.35,b'Ideal',b'D',b'VS2',62.4,57.0,4.51,4.56,2.83,12435000
3763,1.05,b'Premium',b'J',b'SI2',60.9,60.0,6.59,6.51,3.99,51855000
3800,1.0,b'Ideal',b'J',b'SI2',62.1,56.0,6.34,6.41,,51975000
38507,0.5,b'Fair',b'F',b'SI2',65.5,54.0,5.06,4.92,3.25,15465000
7446,0.92,b'Ideal',b'F',b'SI1',62.8,56.0,6.14,6.18,3.87,63480000
5907,0.81,b'Ideal',b'F',b'VS1',61.5,55.0,6.01,,3.68,58995000
15610,1.21,b'Ideal',b'F',b'VS2',62.6,55.0,6.81,6.74,4.24,93915000
19005,1.26,b'Ideal',b'F',b'SI1',61.4,56.0,,6.93,4.27,117360000
27607,2.19,b'Ideal',b'H',b'SI1',60.6,57.0,8.39,8.35,5.07,277125000
52904,0.72,b'Ideal',b'F',b'SI1',62.7,57.0,5.69,5.73,3.58,38790000
25677,1.7,b'Ideal',b'H',b'VVS1',61.4,57.0,7.63,7.69,4.7,219045000
42863,0.52,b'Ideal',b'I',b'VS1',61.5,56.0,5.19,5.16,3.18,20355000
34437,0.46,b'Premium',b'I',b'SI2',61.0,58.0,5.03,4.97,,12945000
48106,0.5,b'Premium',b'G',b'VVS2',60.9,61.0,5.13,5.11,3.12,29025000
19472,1.26,b'Ideal',b'H',b'SI1',61.9,57.0,6.88,6.93,4.27,121650000
11876,1.05,b'Ideal',b'D',b'SI2',61.9,56.0,6.5,6.53,4.03,76650000
13984,1.24,b'Premium',b'H',b'SI2',61.2,57.0,7.02,6.87,4.25,85410000
31832,0.34,b'Ideal',b'G',b'VVS2',62.1,55.0,4.44,4.48,2.77,11625000
21160,1.2,b'Ideal',b'D',b'SI1',61.1,56.0,6.86,6.89,4.2,139755000
48922,0.7,b'Premium',b'G',b'SI1',59.1,59.0,5.77,5.83,,30630000
27532,1.62,b'Ideal',b'F',b'VS2',61.2,57.0,7.52,7.58,,274215000
22297,1.17,b'Ideal',b'G',b'VVS1',61.7,57.0,6.84,6.9,4.13,155130000
50101,0.71,b'Very Good',b'H',b'SI1',63.5,57.0,5.67,5.63,3.59,33105000
25254,2.07,b'Ideal',b'I',b'SI2',61.6,56.0,8.16,8.18,5.04,208185000
50526,0.7,b'Ideal',b'E',b'VS2',61.4,57.0,5.72,5.78,3.53,34110000
5236,0.85,b'Ideal',b'E',b'SI2',60.1,56.0,6.17,,3.71,56805000
28459,0.32,b'Very Good',b'G',b'VVS2',61.5,54.0,4.4,4.42,2.71,10080000
41889,0.41,b'Ideal',b'G',b'IF',62.4,54.0,4.76,4.79,2.98,18885000
27588,1.7,b'Premium',b'F',b'VS1',60.6,58.0,7.68,7.71,4.66,276450000
38692,0.37,b'Ideal',b'E',b'VS2',62.5,56.0,4.61,4.58,2.87,15615000
38306,0.37,b'Very Good',b'F',b'SI2',60.2,60.0,4.6,4.7,2.8,7305000
22718,1.42,b'Ideal',b'G',b'VS2',62.6,57.0,7.19,7.15,4.49,161025000
29106,0.34,b'Ideal',b'H',b'VS2',61.5,54.0,4.54,4.5,2.78,10335000
21558,1.0,b'Good',b'F',b'IF',60.7,64.0,6.42,6.4,3.89,144900000
14208,1.13,b'Ideal',b'G',b'SI1',61.8,55.0,6.71,6.75,4.16,86385000
50931,0.71,b'Ideal',b'I',b'SI1',62.1,55.0,5.67,5.73,,34785000
26858,1.5,b'Premium',b'F',b'VS1',60.2,59.0,7.41,7.37,4.45,251745000
15218,1.01,b'Good',b'G',b'VS2',64.0,59.0,6.27,6.33,4.03,91635000
26852,2.01,b'Premium',b'I',b'VS2',60.5,60.0,8.17,8.15,4.94,251670000
16966,1.0,b'Premium',b'D',b'VS2',60.8,61.0,6.41,6.39,3.89,101640000
52389,0.7,b'Very Good',b'H',b'VS2',57.9,62.0,5.8,5.9,3.39,37620000
47040,0.55,b'Premium',b'D',b'SI1',61.2,58.0,5.29,5.24,3.22,27285000
37155,0.32,b'Ideal',b'D',b'VS2',61.0,57.0,4.46,4.42,2.71,14580000
27257,2.14,b'Premium',b'G',b'SI2',60.4,59.0,8.38,8.32,5.04,265095000
27418,2.04,b'Good',b'H',b'SI1',58.4,60.0,8.31,8.36,4.87,270390000
34366,0.41,b'Premium',b'F',b'VS2',61.6,59.0,4.74,4.77,2.93,12945000
7931,1.08,b'Premium',b'G',b'SI2',60.7,60.0,6.64,6.61,4.02,64770000
53097,0.71,b'Ideal',b'F',b'SI2',62.1,55.7,5.7,5.75,,39210000
440,0.95,b'Fair',b'F',b'SI2',56.0,60.0,6.62,6.53,3.68,42225000
40354,0.43,b'Premium',b'F',b'VS1',62.5,58.0,4.85,4.78,3.01,16935000
